Date,Index,D12,Rfree,fed_funds,VRP,ICS_ALL,pd,ff12_D,vrp3,sent12_D,ersf,ersf_t1,ersf_D,sent_x_ersf_D,Google,Google_D,Google_D2
2004-11-30,1173.82,19.349,0.001725,1.93,6.6873,92.8,60.66566747635537,0.9299999999999999,9.945100000000016,-0.9000000000000057,3.8296603845926827,3.201337953576079,2.430931775310854,-2.1878385977797823,27.0,2.0,-4.0
2004-12-31,1211.92,19.442,0.001825,2.16,8.9618,97.1,62.335150704660016,1.1800000000000002,9.923633333333347,4.5,3.201337953576079,-2.5877308733249764,-0.6283224310166036,-2.827450939574716,25.0,-2.0,-4.0
2005-01-31,1181.27,19.703000000000003,0.0019416666666666668,2.28,5.7193,95.5,59.953814139978675,1.2799999999999998,7.122800000000015,-8.299999999999997,-2.5877308733249764,1.819508819603747,-5.7890688269010555,48.04927126327875,27.0,2.0,4.0
2005-02-28,1203.6,19.964000000000002,0.0021166666666666664,2.5,7.5783,94.1,60.288519334802636,1.49,7.419800000000014,-0.30000000000001137,1.819508819603747,-2.000066744211806,4.407239692928723,-1.322171907878667,27.0,0.0,-2.0
2005-03-31,1180.59,20.225,0.0022833333333333334,2.63,8.7577,92.6,58.372805933250916,1.63,7.3517666666666805,-3.200000000000003,-2.000066744211806,-2.0981180925544787,-3.819575563815553,12.22264180420978,26.0,-1.0,-1.0
2005-04-30,1156.85,20.458333333333336,0.0023166666666666665,2.79,7.8733,87.7,56.54663951120162,1.79,8.06976666666668,-6.5,-2.0981180925544787,2.907587606191143,-0.09805134834267282,0.6373337642273733,26.0,0.0,1.0
2005-05-31,1191.5,20.69166666666667,0.0023666666666666667,3.0,6.82,86.9,57.58356826419653,2.0,7.817000000000014,-3.299999999999997,2.907587606191143,-0.11541859001258767,5.005705698745622,-16.51882880586054,20.0,-6.0,-6.0
2005-06-30,1191.33,20.925,0.002475,3.04,5.9874,96.0,56.93333333333333,2.01,6.893566666666682,0.4000000000000057,-0.11541859001258767,3.476130137465421,-3.0230061962037307,-1.2092024784815094,18.0,-2.0,4.0
2005-07-31,1234.18,21.107000000000003,0.002683333333333333,3.26,5.2186,96.5,58.47254465343251,1.9999999999999998,6.008666666666682,-0.20000000000000284,3.476130137465421,-1.2651233477558836,3.591548727478009,-0.718309745495612,16.0,-2.0,0.0
2005-08-31,1220.33,21.289,0.0028666666666666667,3.5,6.5591,89.1,57.32209122081826,2.0700000000000003,5.9217000000000155,-6.800000000000011,-1.2651233477558836,0.5565141805905007,-4.741253485221305,32.24052369950493,18.0,2.0,4.0
2005-09-30,1228.81,21.471000000000004,0.00285,3.62,5.3559,76.9,57.23114899166316,2.01,5.711200000000015,-17.299999999999997,0.5565141805905007,-1.9359483135897466,1.8216375283463844,-31.514329240392446,19.0,1.0,-1.0
2005-10-31,1207.01,21.719333333333335,0.0030916666666666666,3.78,7.0583,74.2,55.573068541084744,2.0199999999999996,6.3244333333333485,-17.5,-1.9359483135897466,3.346946025486304,-2.4924624941802476,43.618093648154336,21.0,2.0,1.0
2005-11-30,1249.48,21.96766666666667,0.0032333333333333333,4.0,6.8256,81.6,56.87813908319803,2.0700000000000003,6.413266666666682,-11.200000000000003,3.346946025486304,-0.2712379816670483,5.2828943390760505,-59.168416597651785,24.0,3.0,1.0
2005-12-31,1248.29,22.216,0.003241666666666667,4.16,7.1476,91.5,56.18878285920057,2.0,7.010500000000015,-5.599999999999994,-0.2712379816670483,2.342924035636308,-3.6181840071533524,20.261830440058752,21.0,-3.0,-6.0
2006-01-31,1280.08,22.405333333333335,0.003533333333333333,4.29,6.9877,91.2,57.13282551773386,2.0100000000000002,6.986966666666682,-4.299999999999997,2.342924035636308,-0.17676549729530053,2.6141620173033564,-11.240896674404425,27.0,6.0,9.0
2006-02-28,1280.66,22.594666666666665,0.0036916666666666664,4.49,7.2603,86.7,56.67974743302255,1.9900000000000002,7.1318666666666815,-7.3999999999999915,-0.17676549729530053,0.8820076757296905,-2.5196895329316087,18.645702543693883,26.0,-1.0,-7.0
2006-03-31,1294.87,22.784,0.0037583333333333336,4.59,5.1758,88.9,56.83242626404494,1.96,6.474600000000014,-3.6999999999999886,0.8820076757296905,0.9802634412892617,1.058773173024991,-3.9174607401924546,23.0,-3.0,-2.0
2006-04-30,1310.61,23.001666666666665,0.003833333333333333,4.79,3.9782,87.4,56.97891457140787,2.0,5.471433333333348,-0.29999999999999716,0.9802634412892617,-3.3373865265453135,0.09825576555957116,-0.02947672966787107,24.0,1.0,4.0
2006-05-31,1270.09,23.219333333333335,0.003933333333333333,4.94,10.6306,79.1,54.69967555772488,1.9400000000000004,6.59486666666668,-7.800000000000011,-3.3373865265453135,-0.23673067131724637,-4.317649967834575,33.67766974910974,25.0,1.0,0.0
2006-06-30,1270.2,23.437,0.003991666666666667,4.99,0.0714,84.9,54.19635618893203,1.9500000000000002,4.893400000000014,-11.099999999999994,-0.23673067131724637,0.25128435591945614,3.100655855228067,-34.41727999303153,20.0,-5.0,-6.0
2006-07-31,1276.66,23.656666666666666,0.004125,5.24,8.5007,84.7,53.96618289418064,1.9800000000000004,6.400900000000014,-11.799999999999997,0.25128435591945614,1.8699444731652113,0.48801502723670254,-5.758577321393089,17.0,-3.0,2.0
2006-08-31,1303.82,23.87633333333333,0.0041333333333333335,5.25,4.0997,82.0,54.607212162671544,1.75,4.223933333333347,-7.099999999999994,1.8699444731652113,2.2098031042117277,1.618660117245755,-11.492486832444852,15.0,-2.0,1.0
2006-09-30,1335.85,24.095999999999997,0.004008333333333333,5.25,6.9885,85.4,55.438662018592304,1.63,6.529633333333347,8.5,2.2098031042117277,2.8927577114862553,0.33985863104651637,2.888798363895389,18.0,3.0,5.0
2006-10-31,1377.94,24.358666666666664,0.0041,5.25,5.4026,93.6,56.568777710876354,1.4700000000000002,5.496933333333348,19.39999999999999,2.8927577114862553,1.3838961138446595,0.6829546072745276,13.24931938112583,23.0,5.0,2.0
2006-11-30,1400.63,24.621333333333332,0.004116666666666667,5.25,4.3349,92.1,56.88684609552692,1.25,5.575333333333347,10.5,1.3838961138446595,1.0054609056876675,-1.5088615976415958,-15.843046775236756,22.0,-1.0,-6.0
2006-12-31,1418.3,24.884,0.0040416666666666665,5.24,6.9593,91.7,56.99646359106253,1.08,5.565600000000013,0.20000000000000284,1.0054609056876675,1.1383110844751503,-0.37843520815699194,-0.07568704163139947,21.0,-1.0,0.0
2007-01-31,1438.24,25.087333333333333,0.00415,5.25,3.8813,96.9,57.32932954213282,0.96,5.058500000000013,5.700000000000003,1.1383110844751503,-2.4572440699126137,0.13285017878748273,0.757246019088652,23.0,2.0,3.0
2007-02-28,1406.82,25.290666666666667,0.004191666666666667,5.26,12.8325,91.3,55.62605440742303,0.7699999999999996,7.891033333333346,4.599999999999994,-2.4572440699126137,0.7373431569070572,-3.595555154387764,-16.539553710183693,30.0,7.0,5.0
2007-03-31,1420.86,25.494,0.004116666666666667,5.26,0.6281,88.4,55.7331136738056,0.6699999999999999,5.780633333333346,-0.5,0.7373431569070572,4.074078676138234,3.194587226819671,-1.5972936134098354,30.0,0.0,-7.0
2007-04-30,1482.37,25.71933333333333,0.004058333333333333,5.25,12.0013,87.1,57.63640840871977,0.45999999999999996,8.487300000000014,-0.30000000000001137,4.074078676138234,3.0066074690454383,3.336735519231177,-1.001020655769391,23.0,-7.0,-7.0
2007-05-31,1530.62,25.944666666666663,0.003941666666666667,5.25,7.8009,88.3,58.99555464193027,0.3099999999999996,6.810100000000014,9.200000000000003,3.0066074690454383,-2.0233172505259294,-1.067471207092796,-9.820735105253727,21.0,-2.0,5.0
2007-06-30,1503.35,26.169999999999998,0.003841666666666667,5.25,10.636,85.3,57.445548337791365,0.2599999999999998,10.14606666666668,0.3999999999999915,-2.0233172505259294,-3.4532995014837113,-5.029924719571367,-2.011969887828504,19.0,-2.0,0.0
2007-07-31,1455.27,26.43933333333333,0.004016666666666667,5.26,28.7886,90.4,55.04185682947125,0.019999999999999574,15.741833333333346,5.700000000000003,-3.4532995014837113,1.0893014507426273,-1.429982250957782,-8.150898830459361,23.0,4.0,6.0
2007-08-31,1473.99,26.708666666666666,0.0035,5.02,-1.5016,83.4,55.18770436562414,-0.23000000000000043,12.641000000000012,1.4000000000000057,1.0893014507426273,3.4077559831930158,4.542600952226339,6.3596413331169,29.0,6.0,2.0
2007-09-30,1526.75,26.978,0.003241666666666667,4.94,11.9168,83.4,56.59240862925346,-0.3099999999999996,13.067933333333349,-2.0,3.4077559831930158,1.305857122063948,2.3184545324503887,-4.636909064900777,22.0,-7.0,-13.0
2007-10-31,1549.38,27.229333333333333,0.00325,4.76,11.6295,80.9,56.90113602977182,-0.4900000000000002,7.348233333333348,-12.699999999999989,1.305857122063948,-4.529037740544252,-2.101898861129068,26.694115536339137,27.0,5.0,12.0
2007-11-30,1481.14,27.480666666666664,0.002725,4.49,2.8071,76.1,53.89752795905001,-0.7599999999999998,8.784466666666683,-16.0,-4.529037740544252,-0.9568204221073144,-5.8348948626082,93.3583178017312,30.0,3.0,-2.0
2007-12-31,1468.36,27.732,0.0025,4.24,18.1362,75.5,52.94821866435886,-1.0,10.857600000000014,-16.200000000000003,-0.9568204221073144,-6.18704938389314,3.572217318436938,-57.8699205586784,23.0,-7.0,-10.0
2008-01-31,1378.55,27.921999999999997,0.0022916666666666667,3.94,24.1685,78.4,49.37146336222334,-1.31,15.037266666666682,-18.5,-6.18704938389314,-3.4828458646161917,-5.230228961785826,96.75923579303779,39.0,16.0,23.0
2008-02-29,1330.63,28.112,0.0017666666666666666,2.98,26.232,70.8,47.3331673306773,-2.28,22.84556666666668,-20.5,-3.4828458646161917,-0.5237114374394094,2.7042035192769487,-55.43617214517745,27.0,-12.0,-28.0
2008-03-31,1322.7,28.302,0.00105,2.61,3.2104,69.5,46.73521305914777,-2.65,17.870300000000015,-18.900000000000006,-0.5237114374394094,4.82633903295447,2.9591344271767825,-55.92764067364121,31.0,4.0,16.0
2008-04-30,1385.59,28.438666666666666,0.001075,2.28,13.4642,62.6,48.72204510291153,-2.97,14.302200000000015,-24.499999999999993,4.82633903295447,1.0951088605656287,5.35005047039388,-131.07623652465003,25.0,-6.0,-10.0
2008-05-31,1400.38,28.575333333333333,0.0014416666666666666,1.98,13.2069,59.8,49.0066024310011,-3.27,9.960500000000016,-28.5,1.0951088605656287,-8.580379777869826,-3.7312301723888415,106.34005991308199,21.0,-4.0,2.0
2008-06-30,1280.0,28.712000000000003,0.0015500000000000002,2.0,24.1558,56.4,44.58066313736416,-3.25,16.942300000000014,-28.9,-8.580379777869826,-0.9345355902777747,-9.675488638435455,279.6216216507846,20.0,-1.0,3.0
2008-07-31,1267.38,28.759333333333338,0.0013583333333333331,2.01,2.866,61.2,44.06847632073066,-3.25,13.409566666666683,-29.200000000000003,-0.9345355902777747,1.2651278665873908,7.6458441875920515,-223.25865027768793,22.0,2.0,3.0
2008-08-31,1282.83,28.80666666666667,0.0014333333333333333,2.0,15.7629,63.0,44.53239990742883,-3.0199999999999996,14.261566666666683,-20.400000000000006,1.2651278665873908,-8.985874843120282,2.1996634568651654,-44.87313452004938,16.0,-6.0,-8.0
2008-09-30,1166.36,28.854000000000003,0.0009416666666666666,1.81,-9.4708,70.3,40.42281832674845,-3.1300000000000003,3.0527000000000157,-13.100000000000009,-8.985874843120282,-16.793244786248565,-10.251002709707674,134.2881354971706,59.0,43.0,49.0
2008-10-31,968.75,28.698333333333334,0.0005583333333333333,0.97,18.5638,57.6,33.75631569777571,-3.79,8.285300000000015,-23.300000000000004,-16.793244786248565,-7.255208243727601,-7.807369943128283,181.911719674889,100.0,41.0,-2.0
2008-11-30,896.24,28.54266666666667,0.00015833333333333332,0.39,8.306,55.3,31.400009342738354,-4.1000000000000005,5.799666666666681,-20.799999999999997,-7.255208243727601,1.0436018625963288,9.538036542520963,-198.391160084436,50.0,-50.0,-91.0
2008-12-31,903.25,28.387,2.4999999999999998e-05,0.16,11.3457,60.1,31.819142565258744,-4.08,12.738500000000016,-15.399999999999999,1.0436018625963288,-8.31815258172648,8.29881010632393,-127.80167563738851,34.0,-16.0,34.0
2009-01-31,825.88,28.009666666666668,0.00010833333333333333,0.15,70.822,61.2,29.485534755858094,-3.79,30.157900000000016,-17.200000000000003,-8.31815258172648,-10.73930541429209,-9.36175444432281,161.02217644235233,29.0,-5.0,11.0
2009-02-28,735.09,27.632333333333335,0.00025,0.22,77.8161,56.3,26.602530851538656,-2.76,53.327933333333355,-14.5,-10.73930541429209,8.831926600824387,-2.4211528325656104,35.10671607220135,35.0,6.0,11.0
2009-03-31,797.87,27.255000000000003,0.000175,0.18,31.003,57.3,29.274261603375525,-2.4299999999999997,59.880366666666696,-12.200000000000003,8.831926600824387,9.658055628666874,19.57123201511648,-238.7690305844211,45.0,10.0,4.0
2009-04-30,872.81,26.701333333333338,0.00013333333333333334,0.15,38.9557,65.1,32.68788075501847,-2.13,49.25826666666669,2.499999999999993,9.658055628666874,5.542792901344196,0.8261290278424873,2.0653225696062125,32.0,-13.0,-23.0
2009-05-31,919.14,26.14766666666667,0.00015,0.18,21.9618,68.7,35.151893731754264,-1.8,30.640166666666698,8.900000000000006,5.542792901344196,0.23663014702149848,-4.115262727322678,-36.62583827317186,25.0,-7.0,6.0
2009-06-30,919.32,25.594,0.00015,0.21,24.9186,70.8,35.919356099085725,-1.79,28.61203333333336,14.399999999999999,0.23663014702149848,7.6260613883691795,-5.306162754322697,-76.40874366224683,21.0,-4.0,3.0
2009-07-31,987.48,25.029666666666667,0.00015,0.16,26.3099,66.0,39.45238317196926,-1.8499999999999999,24.396766666666696,4.799999999999997,7.6260613883691795,3.548313361058227,7.389431241347681,35.46926995846884,19.0,-2.0,2.0
2009-08-31,1020.62,24.465333333333334,0.00014166666666666668,0.16,32.887,65.7,41.71698730176031,-1.84,28.03850000000003,2.700000000000003,3.548313361058227,3.7574893692069358,-4.077748027310952,-11.009919673739583,20.0,1.0,3.0
2009-09-30,1057.08,23.901,9.999999999999999e-05,0.15,36.5844,73.5,44.22743818250282,-1.6600000000000001,31.927100000000035,3.200000000000003,3.7574893692069358,-1.7975430956555318,0.20917600814870863,0.6693632260758682,22.0,2.0,1.0
2009-10-31,1036.19,23.40233333333333,5.833333333333334e-05,0.12,54.9727,70.6,44.27720882533082,-0.85,41.4813666666667,12.999999999999993,-1.7975430956555318,5.916430799906925,-5.555032464862467,-72.21542204321203,25.0,3.0,1.0
2009-11-30,1095.63,22.903666666666666,4.1666666666666665e-05,0.12,24.6335,67.4,47.836445401755185,-0.27,38.73020000000003,12.100000000000009,5.916430799906925,1.9433049554441837,7.713973895562456,93.33908413630579,24.0,-1.0,-4.0
2009-12-31,1115.1,22.405,4.1666666666666665e-05,0.12,25.778,72.5,49.77014059361749,-0.04000000000000001,35.1280666666667,12.399999999999999,1.9433049554441837,-3.5362378560966063,-3.973125844462741,-49.26676047133798,21.0,-3.0,-2.0
2010-01-31,1073.87,22.238,4.9999999999999996e-05,0.11,35.8021,74.4,48.28986419642054,-0.039999999999999994,28.7378666666667,13.200000000000003,-3.5362378560966063,3.013475738838666,-5.4795428115407905,-72.32996511233846,22.0,1.0,4.0
2010-02-28,1104.49,22.070999999999998,9.166666666666667e-05,0.13,8.9274,73.6,50.042589823750625,-0.09,23.502500000000037,17.299999999999997,3.013475738838666,6.032401568446387,6.549713594935272,113.31004519238019,23.0,1.0,0.0
2010-03-31,1169.43,21.904,0.000125,0.16,16.6244,73.6,53.38887874360848,-0.01999999999999999,20.45130000000004,16.299999999999997,6.032401568446387,1.6190027430267566,3.018925829607721,49.20849102260584,23.0,0.0,-1.0
2010-04-30,1186.69,21.94833333333333,0.00013333333333333334,0.2,27.6992,72.2,54.0674310881616,0.05000000000000002,17.75033333333337,7.1000000000000085,1.6190027430267566,-8.056485106566258,-4.41339882541963,-31.335131660479412,23.0,0.0,0.0
2010-05-31,1089.41,21.992666666666665,0.00013333333333333334,0.2,-4.9741,73.6,49.535148079662925,0.020000000000000018,13.116500000000038,4.8999999999999915,-8.056485106566258,-5.229667832435289,-9.675487849593015,-47.40989046300569,31.0,8.0,8.0
2010-06-30,1030.71,22.037,9.999999999999999e-05,0.18,59.3896,76.0,46.77179289376957,-0.03,27.371566666666705,5.200000000000003,-5.229667832435289,7.043471630666651,2.8268172741309696,14.69944982548105,20.0,-11.0,-19.0
2010-07-31,1101.6,22.142333333333333,0.00013333333333333334,0.18,14.9573,67.8,49.75085432128502,0.01999999999999999,23.124266666666703,1.7999999999999972,7.043471630666651,-4.589951686435893,12.27313946310194,22.091651033583457,16.0,-4.0,7.0
2010-08-31,1049.33,22.247666666666667,0.00013333333333333334,0.19,29.0573,68.9,47.16584510735208,0.03,34.46806666666671,3.200000000000003,-4.589951686435893,8.920128439099246,-11.633423317102544,-37.22695461472817,16.0,0.0,4.0
2010-09-30,1141.2,22.353,0.000125,0.19,28.2687,68.2,51.05354985907932,0.04000000000000001,24.09443333333337,-5.299999999999997,8.920128439099246,3.8389032986719522,13.51008012553514,-71.6034246653362,18.0,2.0,2.0
2010-10-31,1183.26,22.478333333333335,0.00010833333333333333,0.19,22.6484,67.7,52.64002372655149,0.07,26.658133333333367,-2.8999999999999915,3.8389032986719522,-0.08150432796773786,-5.081225140427294,14.735552907239109,21.0,3.0,1.0
2010-11-30,1180.55,22.60366666666667,0.00011666666666666668,0.19,26.8168,71.6,52.228252053501635,0.07,25.911300000000036,4.199999999999989,-0.08150432796773786,6.678781288382547,-3.92040762663969,-16.465712031886653,22.0,1.0,-2.0
2010-12-31,1257.64,22.729,0.00011666666666666668,0.18,18.6383,74.5,55.331954771437374,0.06,22.701166666666705,2.0,6.678781288382547,2.404215700306369,6.760285616350285,13.52057123270057,21.0,-1.0,-2.0
2011-01-31,1286.12,22.963,0.000125,0.17,24.2112,74.2,56.008361276836645,0.06000000000000001,23.22210000000004,-0.20000000000000284,2.404215700306369,3.3351284224385602,-4.274565588076178,0.8549131176152477,24.0,3.0,4.0
2011-02-28,1327.22,23.197000000000003,0.00010833333333333333,0.16,18.6508,77.5,57.2151571323878,0.03,20.500100000000042,3.9000000000000057,3.3351284224385602,0.03405476610256448,0.9309127221321911,3.6305596163155505,25.0,1.0,-2.0
2011-03-31,1325.83,23.431000000000004,8.333333333333333e-05,0.14,-1.7329,67.5,56.584439417865205,-0.01999999999999999,13.70970000000004,-6.099999999999994,0.03405476610256448,2.993714851158233,-3.301073656335996,20.136549303649556,25.0,0.0,-1.0
2011-04-30,1363.61,23.73433333333334,4.9999999999999996e-05,0.1,7.4707,69.8,57.45305675322667,-0.1,8.129533333333374,-2.4000000000000057,2.993714851158233,-1.206526409880943,2.9596600850556687,-7.103184204133622,22.0,-3.0,-3.0
2011-05-31,1345.2,24.03766666666667,3.3333333333333335e-05,0.09,5.4421,74.3,55.96217048243728,-0.11000000000000001,3.7266333333333734,0.7000000000000028,-1.206526409880943,-1.6782949251660104,-4.200241261039176,-2.940168882727435,18.0,-4.0,-1.0
2011-06-30,1320.64,24.341,3.3333333333333335e-05,0.09,5.364,71.5,54.255782424715505,-0.09,6.092266666666707,-4.5,-1.6782949251660104,-1.995416717147245,-0.47176851528506747,2.1229583187828034,17.0,-1.0,3.0
2011-07-31,1292.28,24.621000000000002,3.3333333333333335e-05,0.07,36.5825,63.7,52.486901425612274,-0.10999999999999999,15.796200000000042,-4.099999999999994,-1.995416717147245,-5.520201091610678,-0.3171217919812346,1.30019934712306,18.0,1.0,2.0
2011-08-31,1218.89,24.901,1.6666666666666667e-05,0.1,38.6148,55.8,48.949439781534885,-0.09,26.85376666666671,-13.100000000000009,-5.520201091610678,-7.004876629556398,-3.524784374463433,46.174675305471006,52.0,34.0,33.0
2011-09-30,1131.42,25.181,8.333333333333334e-06,0.08,77.2966,59.5,44.93149596918312,-0.11,50.83130000000005,-8.700000000000003,-7.004876629556398,10.959158864278699,-1.4846755379457193,12.916677180127762,25.0,-27.0,-61.0
2011-10-31,1253.3,25.595666666666666,1.6666666666666667e-05,0.07,19.8831,60.8,48.965319650461666,-0.12,45.26483333333337,-6.900000000000006,10.959158864278699,-0.3337522052891333,17.964035493835098,-123.95184490746227,27.0,2.0,29.0
2011-11-30,1246.96,26.010333333333328,8.333333333333334e-06,0.08,2.5655,63.7,47.94094654688522,-0.11,33.24840000000004,-7.8999999999999915,-0.3337522052891333,1.0290379803682466,-11.292911069567833,89.21399744958578,24.0,-3.0,-5.0
2011-12-31,1257.6,26.424999999999997,8.333333333333334e-06,0.07,22.1362,69.9,47.59129612109745,-0.10999999999999999,14.861600000000044,-4.599999999999994,1.0290379803682466,4.532953332626543,1.3627901856573799,-6.26883485402394,22.0,-2.0,1.0
2012-01-31,1312.41,26.734333333333332,2.4999999999999998e-05,0.08,17.5015,75.0,49.09080707704201,-0.09000000000000001,14.067733333333377,0.7999999999999972,4.532953332626543,4.223162589350039,3.5039153522582964,2.803132281806627,21.0,-1.0,1.0
2012-02-29,1365.68,27.043666666666667,7.5e-05,0.1,19.9323,75.3,50.49906940626887,-0.06,19.85666666666671,-2.200000000000003,4.223162589350039,3.293478071973916,-0.3097907432765039,0.6815396352083095,23.0,2.0,3.0
2012-03-31,1408.47,27.352999999999998,6.666666666666667e-05,0.13,11.2778,76.2,51.49234087668629,-0.010000000000000009,16.237200000000044,8.700000000000003,3.293478071973916,-0.5926729161588264,-0.9296845173761232,-8.088255301172275,21.0,-2.0,-4.0
2012-04-30,1397.91,27.675333333333334,6.666666666666667e-05,0.14,11.1367,76.4,50.511044732975215,0.04000000000000001,14.115600000000043,6.6000000000000085,-0.5926729161588264,-6.105665197409792,-3.8861509881327425,-25.648596521676133,20.0,-1.0,1.0
2012-05-31,1310.33,27.997666666666667,7.5e-05,0.16,30.2724,79.3,46.80140011667638,0.07,17.562300000000047,5.0,-6.105665197409792,4.1280994291514395,-5.512992281250965,-27.564961406254827,20.0,0.0,1.0
2012-06-30,1362.16,28.32,7.5e-05,0.16,4.5996,73.2,48.09887005649718,0.07,15.33623333333338,1.7000000000000028,4.1280994291514395,1.4272746552860298,10.233764626561232,17.397399865154124,16.0,-4.0,-4.0
2012-07-31,1379.32,28.743333333333332,8.333333333333333e-05,0.16,13.6199,72.3,47.98747535660443,0.09,16.163966666666713,8.599999999999994,1.4272746552860298,2.144216876592982,-2.70082477386541,-23.22709305524251,14.0,-2.0,2.0
2012-08-31,1406.58,29.166666666666664,8.333333333333333e-05,0.13,15.3676,74.3,48.2256,0.03,11.195700000000045,18.5,2.144216876592982,2.5897493802935894,0.7169422213069521,13.263431094178614,14.0,0.0,2.0
2012-09-30,1440.67,29.59,9.166666666666667e-05,0.14,14.0605,78.3,48.687732342007436,0.06000000000000001,14.349333333333377,18.799999999999997,2.5897493802935894,-1.8129201226819873,0.4455325037006075,8.376011069571419,16.0,2.0,2.0
2012-10-31,1412.16,30.142314022689746,8.333333333333333e-05,0.16,17.6835,82.6,46.849754101061755,0.09,15.703866666666707,21.799999999999997,-1.8129201226819873,0.4583031434432548,-4.402669502975577,-95.97819516486757,21.0,5.0,3.0
2012-11-30,1416.18,30.694628045379496,7.5e-05,0.16,5.7418,82.7,46.137714974304096,0.08,12.495266666666708,19.0,0.4583031434432548,0.8848664251017401,2.2712232661252423,43.153242056379604,27.0,6.0,1.0
2012-12-31,1426.19,31.246942068069245,5.833333333333334e-05,0.16,17.928,72.9,45.64254629759118,0.09,13.784433333333375,3.0,0.8848664251017401,5.221235964360762,0.4265632816584853,1.279689844975456,18.0,-9.0,-15.0
2013-01-31,1498.11,31.535275401402576,5.833333333333334e-05,0.14,8.8522,73.8,47.50584800452922,0.06000000000000001,10.840666666666712,-1.2000000000000028,5.221235964360762,1.2747478419182496,4.336369539259022,-5.203643447110839,20.0,2.0,11.0
2013-02-28,1514.68,31.823608734735906,8.333333333333333e-05,0.15,13.4413,77.6,47.59611056764615,0.04999999999999999,13.407166666666711,2.299999999999997,1.2747478419182496,3.767950601601597,-3.9464881224425126,-9.076922681617768,22.0,2.0,0.0
2013-03-31,1569.19,32.11194206806924,7.5e-05,0.14,5.4056,78.6,48.8662441117299,0.010000000000000009,9.233033333333378,2.3999999999999915,3.767950601601597,1.9761534497604611,2.4932027596833475,5.983686623240013,22.0,0.0,-2.0
2013-04-30,1597.57,32.49674181955436,4.9999999999999996e-05,0.15,2.8809,76.4,49.16092846694832,0.009999999999999981,7.242600000000045,0.0,1.9761534497604611,2.2444635371795942,-1.7917971518411357,-0.0,21.0,-1.0,-1.0
2013-05-31,1630.74,32.88154157103948,3.3333333333333335e-05,0.11,11.2259,84.5,49.594390107192524,-0.05,6.504133333333378,5.200000000000003,2.2444635371795942,-1.3341030691458928,0.2683100874191331,1.3952124545794928,20.0,-1.0,0.0
2013-06-30,1606.28,33.266341322524596,4.1666666666666665e-05,0.09,4.4336,84.1,48.285442165904485,-0.07,6.180133333333377,10.899999999999991,-1.3341030691458928,5.1174298137211665,-3.578566606325487,-39.006376008947775,18.0,-2.0,-1.0
